issue_key,issue_id,team_name,sprint_id,sprint_name,quarter_label,sprint_start_date,event_timestamp,event_author,field_changed,from_value,to_value,change_type,after_sprint_start_flag,backward_move_flag,reestimate_flag,scope_change_flag
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-03T08:08:43.861-0700,Michael Trebnick,status,Ready To Test,In Test,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-03T11:55:36.137-0700,Darcy Olson,status,In Test,Reopened,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-07T08:03:30.949-0700,Michael Trebnick,status,Reopened,Ready To Test,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-08T13:48:31.039-0700,Darcy Olson,status,Ready To Test,In Test,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-08T13:48:35.972-0700,Darcy Olson,status,In Test,Reopened,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T08:09:29.111-0700,Michael Trebnick,status,Reopened,Ready To Test,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:03:59.039-0700,Darcy Olson,status,Ready To Test,In Test,status_change,yes,no,no,no
OV-66661,253556,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:18:38.531-0700,Darcy Olson,status,In Test,Closed,status_change,yes,no,no,no
OV-66662,253557,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-03T10:28:32.262-0700,Darcy Olson,status,New,In Test,status_change,yes,no,no,no
OV-66662,253557,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:18:53.743-0700,Darcy Olson,status,In Test,Closed,status_change,yes,no,no,no
OV-66663,253558,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-03T11:31:31.142-0700,Darcy Olson,status,In Development,Closed,status_change,yes,no,no,no
OV-66664,253559,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:18:04.032-0700,Darcy Olson,status,New,In Verification,status_change,yes,no,no,no
OV-66664,253559,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:18:12.182-0700,Darcy Olson,status,In Verification,Closed,status_change,yes,no,no,no
OV-66665,253560,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:22:05.026-0700,Darcy Olson,status,New,In Development,status_change,yes,no,no,no
OV-66665,253560,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-11T08:32:30.244-0700,Rodolfo Ruiz,status,In Development,Closed,status_change,yes,no,no,no
OV-66666,253561,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-09T08:09:51.041-0700,Michael Trebnick,status,New,In Test,status_change,yes,no,no,no
OV-66666,253561,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T14:18:45.681-0700,Darcy Olson,status,In Test,Closed,status_change,yes,no,no,no
OV-66673,253568,Team Connexpoint,5141,CXP25Q2 - Sprint 1,2025-Q2,2025-04-02T16:42:43.539Z,2025-04-10T06:30:48.823-0700,Darcy Olson,status,Ready To Test,In Test,status_change,yes,no,no,no
